"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 10:30:57 GMT 2025","Sat Jan 04 10:30:58 GMT 2025","1289","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 17: Remove Products From Cart",""
"passed","Sat Jan 04 10:32:52 GMT 2025","Sat Jan 04 10:32:57 GMT 2025","4145","firefox. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"passed","Sat Jan 04 10:37:15 GMT 2025","Sat Jan 04 10:37:15 GMT 2025","142","API tests for the site automationexercise.com","","","","","API 1(2): Get All Products List (with @alias)",""
"passed","Sat Jan 04 10:37:15 GMT 2025","Sat Jan 04 10:37:15 GMT 2025","360","API tests for the site automationexercise.com","","","","","API 1: Get All Products List",""
"passed","Sat Jan 04 10:37:16 GMT 2025","Sat Jan 04 10:37:16 GMT 2025","91","API tests for the site automationexercise.com","","","","","API 6: POST To Search Product without search_product parameter",""
"passed","Sat Jan 04 10:36:40 GMT 2025","Sat Jan 04 10:36:42 GMT 2025","2221","edge. Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:37:17 GMT 2025","Sat Jan 04 10:37:17 GMT 2025","95","API tests for the site automationexercise.com","","","","","API 14: GET user account detail by email",""
"passed","Sat Jan 04 10:37:21 GMT 2025","Sat Jan 04 10:37:21 GMT 2025","107","API tests with mocked data","","","","","API 1(3): __Mocked_DATA__ Get All Products List",""
"passed","Sat Jan 04 10:33:04 GMT 2025","Sat Jan 04 10:33:22 GMT 2025","17114","firefox. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 14: Place Order: Register while Checkout",""
"passed","Sat Jan 04 10:37:16 GMT 2025","Sat Jan 04 10:37:16 GMT 2025","93","API tests for the site automationexercise.com","","","","","API 4: PUT To All Brands List",""
"passed","Sat Jan 04 10:31:58 GMT 2025","Sat Jan 04 10:32:00 GMT 2025","1356","chrome. Tests for the sections: Other tests","","","","","Test Case 7: Verify Test Cases Page",""
"passed","Sat Jan 04 10:37:17 GMT 2025","Sat Jan 04 10:37:17 GMT 2025","93","API tests for the site automationexercise.com","","","","","API 10: POST To Verify Login with invalid details",""
"passed","Sat Jan 04 10:31:00 GMT 2025","Sat Jan 04 10:31:14 GMT 2025","14192","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 14: Place Order: Register while Checkout",""
"passed","Sat Jan 04 10:35:31 GMT 2025","Sat Jan 04 10:35:49 GMT 2025","17399","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 14: Place Order: Register while Checkout",""
"passed","Sat Jan 04 10:34:18 GMT 2025","Sat Jan 04 10:34:19 GMT 2025","1173","firefox. Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:38:45 GMT 2025","Sat Jan 04 10:38:47 GMT 2025","1860","electron. Tests for the sections: Other tests","","","","","Test Case 7: Verify Test Cases Page",""
"passed","Sat Jan 04 10:35:29 GMT 2025","Sat Jan 04 10:35:31 GMT 2025","1848","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 22: Add to cart from Recommended items",""
"passed","Sat Jan 04 10:37:16 GMT 2025","Sat Jan 04 10:37:16 GMT 2025","97","API tests for the site automationexercise.com","","","","","API 5: POST To Search Product (Positive test + preconditions(at least one item that contain ""top""-word in name is present)",""
"passed","Sat Jan 04 10:36:38 GMT 2025","Sat Jan 04 10:36:40 GMT 2025","1700","edge. Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:37:51 GMT 2025","Sat Jan 04 10:38:08 GMT 2025","17369","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 15: Place Order: Register before Checkout",""
"passed","Sat Jan 04 10:37:35 GMT 2025","Sat Jan 04 10:37:50 GMT 2025","15330","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 14: Place Order: Register while Checkout",""
"passed","Sat Jan 04 10:32:01 GMT 2025","Sat Jan 04 10:32:02 GMT 2025","885","chrome. Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:36:04 GMT 2025","Sat Jan 04 10:36:13 GMT 2025","9048","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 16 + 23: Place Order: Login before Checkout + Verify address details in checkout",""
"broken","Sat Jan 04 10:39:06 GMT 2025","Sat Jan 04 10:39:07 GMT 2025","1193","","","","","","An uncaught error was detected outside of a test",""
"passed","Sat Jan 04 10:32:57 GMT 2025","Sat Jan 04 10:33:00 GMT 2025","3546","firefox. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 13: Verify product quantity in Cart by add from ""Product details page""",""
"passed","Sat Jan 04 10:38:47 GMT 2025","Sat Jan 04 10:38:48 GMT 2025","1369","electron. Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:37:16 GMT 2025","Sat Jan 04 10:37:16 GMT 2025","105","API tests for the site automationexercise.com","","","","","API 3: Get All Brands List",""
"passed","Sat Jan 04 10:33:39 GMT 2025","Sat Jan 04 10:33:49 GMT 2025","10810","firefox. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 16 + 23: Place Order: Login before Checkout + Verify address details in checkout",""
"broken","Sat Jan 04 10:38:38 GMT 2025","Sat Jan 04 10:38:43 GMT 2025","4724","","","","","","An uncaught error was detected outside of a test",""
"broken","Sat Jan 04 10:39:14 GMT 2025","Sat Jan 04 10:39:15 GMT 2025","1148","","","","","","An uncaught error was detected outside of a test",""
"passed","Sat Jan 04 10:37:17 GMT 2025","Sat Jan 04 10:37:17 GMT 2025","96","API tests for the site automationexercise.com","","","","","API 9: DELETE To Verify Login",""
"passed","Sat Jan 04 10:37:33 GMT 2025","Sat Jan 04 10:37:35 GMT 2025","1716","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 22: Add to cart from Recommended items",""
"passed","Sat Jan 04 10:37:29 GMT 2025","Sat Jan 04 10:37:32 GMT 2025","2728","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 13: Verify product quantity in Cart by add from ""Product details page""",""
"passed","Sat Jan 04 10:35:49 GMT 2025","Sat Jan 04 10:36:04 GMT 2025","15152","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 15: Place Order: Register before Checkout",""
"passed","Sat Jan 04 10:37:16 GMT 2025","Sat Jan 04 10:37:16 GMT 2025","91","API tests for the site automationexercise.com","","","","","API 2: POST To All Products List",""
"passed","Sat Jan 04 10:37:17 GMT 2025","Sat Jan 04 10:37:17 GMT 2025","97","API tests for the site automationexercise.com","","","","","API 8: POST To Verify Login without email parameter",""
"passed","Sat Jan 04 10:33:50 GMT 2025","Sat Jan 04 10:34:02 GMT 2025","12668","firefox. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 24: Download Invoice after purchase order",""
"passed","Sat Jan 04 10:32:00 GMT 2025","Sat Jan 04 10:32:01 GMT 2025","1185","chrome. Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:30:58 GMT 2025","Sat Jan 04 10:31:00 GMT 2025","1841","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 22: Add to cart from Recommended items",""
"passed","Sat Jan 04 10:36:13 GMT 2025","Sat Jan 04 10:36:24 GMT 2025","10905","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 24: Download Invoice after purchase order",""
"passed","Sat Jan 04 10:35:25 GMT 2025","Sat Jan 04 10:35:28 GMT 2025","2716","edge. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 13: Verify product quantity in Cart by add from ""Product details page""",""
"passed","Sat Jan 04 10:37:32 GMT 2025","Sat Jan 04 10:37:33 GMT 2025","1312","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 17: Remove Products From Cart",""
"passed","Sat Jan 04 10:38:08 GMT 2025","Sat Jan 04 10:38:18 GMT 2025","9493","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 16 + 23: Place Order: Login before Checkout + Verify address details in checkout",""
"passed","Sat Jan 04 10:37:17 GMT 2025","Sat Jan 04 10:37:17 GMT 2025","205","API tests for the site automationexercise.com","","","","","API 13: PUT METHOD To Update User Account",""
"passed","Sat Jan 04 10:31:37 GMT 2025","Sat Jan 04 10:31:47 GMT 2025","10045","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 24: Download Invoice after purchase order",""
"passed","Sat Jan 04 10:30:50 GMT 2025","Sat Jan 04 10:30:54 GMT 2025","4010","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"passed","Sat Jan 04 10:36:37 GMT 2025","Sat Jan 04 10:36:38 GMT 2025","1442","edge. Tests for the sections: Other tests","","","","","Test Case 7: Verify Test Cases Page",""
"passed","Sat Jan 04 10:34:16 GMT 2025","Sat Jan 04 10:34:18 GMT 2025","1439","firefox. Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 10:38:18 GMT 2025","Sat Jan 04 10:38:29 GMT 2025","11110","electron. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 24: Download Invoice after purchase order",""
"passed","Sat Jan 04 10:31:28 GMT 2025","Sat Jan 04 10:31:37 GMT 2025","8429","chrome. Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 16 + 23: Place Order: Login before Checkout + Verify address details in checkout",""
