"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jan 04 08:56:10 GMT 2025","Sat Jan 04 08:56:10 GMT 2025","45","Tests for the sections: Products","","","","","Test Case 19: View & Cart Brand Products",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:44 GMT 2025","103","API tests for the site automationexercise.com","","","","","API 5: POST To Search Product (Positive test + preconditions(at least one item that contain ""top""-word in name is present)",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","60","Old tests for the site automationexercise.com","","","","","Test Case 13: Verify Product quantity in Cart",""
"passed","Sat Jan 04 08:55:45 GMT 2025","Sat Jan 04 08:55:45 GMT 2025","105","API tests for the site automationexercise.com","","","","","API 14: GET user account detail by email",""
"passed","Sat Jan 04 08:55:51 GMT 2025","Sat Jan 04 08:55:56 GMT 2025","4663","Browser: electron (118.0.5993.159). Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"skipped","Sat Jan 04 08:56:12 GMT 2025","Sat Jan 04 08:56:12 GMT 2025","22","Tests for the sections: Sign Up, Login","","","","","Test Case 5: Register User with existing email",""
"passed","Sat Jan 04 08:55:43 GMT 2025","Sat Jan 04 08:55:43 GMT 2025","104","API tests for the site automationexercise.com","","","","","API 2: POST To All Products List",""
"passed","Sat Jan 04 08:55:45 GMT 2025","Sat Jan 04 08:55:45 GMT 2025","177","API tests for the site automationexercise.com","","","","","API 13: PUT METHOD To Update User Account",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","50","Old tests for the site automationexercise.com","","","","","Test Case 24: Download Invoice after purchase order",""
"skipped","Sat Jan 04 08:56:10 GMT 2025","Sat Jan 04 08:56:10 GMT 2025","51","Tests for the sections: Products","","","","","Test Case 20: Search Products and Verify Cart After Login",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:45 GMT 2025","101","API tests for the site automationexercise.com","","","","","API 10: POST To Verify Login with invalid details",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:44 GMT 2025","93","API tests for the site automationexercise.com","","","","","API 6: POST To Search Product without search_product parameter",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:44 GMT 2025","95","API tests for the site automationexercise.com","","","","","API 9: DELETE To Verify Login",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","58","Old tests for the site automationexercise.com","","","","","Test Case 16: Place Order: Login before Checkout",""
"passed","Sat Jan 04 08:55:14 GMT 2025","Sat Jan 04 08:55:19 GMT 2025","5005","Browser: chrome (131.0.6778.139). Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"passed","Sat Jan 04 08:56:05 GMT 2025","Sat Jan 04 08:56:06 GMT 2025","840","Browser: electron (118.0.5993.159). Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:44 GMT 2025","109","API tests for the site automationexercise.com","","","","","API 7: POST To Verify Login with valid details",""
"skipped","Sat Jan 04 08:56:10 GMT 2025","Sat Jan 04 08:56:10 GMT 2025","59","Tests for the sections: Products","","","","","Test Case 8: Verify All Products and product detail page",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","47","Old tests for the site automationexercise.com","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","64","Old tests for the site automationexercise.com","","","","","Test Case 9: Search Product",""
"skipped","Sat Jan 04 08:56:10 GMT 2025","Sat Jan 04 08:56:10 GMT 2025","46","Tests for the sections: Products","","","","","Test Case 21: Add review on product",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","51","Old tests for the site automationexercise.com","","","","","Test Case 22: Add to cart from Recommended items",""
"passed","Sat Jan 04 08:55:25 GMT 2025","Sat Jan 04 08:55:26 GMT 2025","1781","Browser: chrome (131.0.6778.139). Tests for the sections: Other tests","","","","","Test Case 7: Verify Test Cases Page",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","59","Old tests for the site automationexercise.com","","","","","Test Case 14: Place Order: Register while Checkout",""
"skipped","Sat Jan 04 08:56:12 GMT 2025","Sat Jan 04 08:56:12 GMT 2025","24","Tests for the sections: Sign Up, Login","","","","","Test Case 4: Logout User",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","74","Old tests for the site automationexercise.com","","","","","Test Case 3: Login User with incorrect email and password",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","54","Old tests for the site automationexercise.com","","","","","Test Case 19: View & Cart Brand Products",""
"passed","Sat Jan 04 08:55:42 GMT 2025","Sat Jan 04 08:55:43 GMT 2025","376","API tests for the site automationexercise.com","","","","","API 1: Get All Products List",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","48","Old tests for the site automationexercise.com","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 08:55:28 GMT 2025","Sat Jan 04 08:55:28 GMT 2025","791","Browser: chrome (131.0.6778.139). Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 08:56:12 GMT 2025","Sat Jan 04 08:56:12 GMT 2025","28","Tests for the sections: Sign Up, Login","","","","","Test Case 2: Login User with correct email and password",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","81","Old tests for the site automationexercise.com","","","","","Test Case 1: Register User",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","54","Old tests for the site automationexercise.com","","","","","Test Case 20: Search Products and Verify Cart After Login",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","55","Old tests for the site automationexercise.com","","","","","Test Case 18: View Category Products",""
"passed","Sat Jan 04 08:55:43 GMT 2025","Sat Jan 04 08:55:43 GMT 2025","109","API tests for the site automationexercise.com","","","","","API 3: Get All Brands List",""
"passed","Sat Jan 04 08:55:44 GMT 2025","Sat Jan 04 08:55:44 GMT 2025","94","API tests for the site automationexercise.com","","","","","API 8: POST To Verify Login without email parameter",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","64","Old tests for the site automationexercise.com","","","","","Test Case 10: Verify Subscription in home page",""
"skipped","Sat Jan 04 08:56:00 GMT 2025","Sat Jan 04 08:56:00 GMT 2025","63","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 11: Verify Subscription in Cart page",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","50","Old tests for the site automationexercise.com","","","","","Test Case 23: Verify address details in checkout page",""
"skipped","Sat Jan 04 08:56:10 GMT 2025","Sat Jan 04 08:56:10 GMT 2025","49","Tests for the sections: Products","","","","","Test Case 18: View Category Products",""
"passed","Sat Jan 04 08:55:43 GMT 2025","Sat Jan 04 08:55:43 GMT 2025","144","API tests for the site automationexercise.com","","","","","API 1(2): Get All Products List (with @alias)",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","68","Old tests for the site automationexercise.com","","","","","Test Case 7: Verify Test Cases Page",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","66","Old tests for the site automationexercise.com","","","","","Test Case 8: Verify All Products and product detail page",""
"skipped","Sat Jan 04 08:56:00 GMT 2025","Sat Jan 04 08:56:00 GMT 2025","71","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 6: Contact Us Form",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","58","Old tests for the site automationexercise.com","","","","","Test Case 15: Place Order: Register before Checkout",""
"passed","Sat Jan 04 08:56:04 GMT 2025","Sat Jan 04 08:56:05 GMT 2025","1351","Browser: electron (118.0.5993.159). Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","75","Old tests for the site automationexercise.com","","","","","Test Case 2: Login User with correct email and password",""
"skipped","Sat Jan 04 08:56:14 GMT 2025","Sat Jan 04 08:56:14 GMT 2025","62","Old tests for the site automationexercise.com","","","","","Test Case 11: Verify Subscription in Cart page",""
