"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 08:39:50 GMT 2025","Sat Jan 04 08:39:50 GMT 2025","92","API tests for the site automationexercise.com","","","","","API 6: POST To Search Product without search_product parameter",""
"skipped","Sat Jan 04 08:40:07 GMT 2025","Sat Jan 04 08:40:07 GMT 2025","63","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 10: Verify Subscription in home page",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","93","Old tests for the site automationexercise.com","","","","","Test Case 1: Register User",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","64","Old tests for the site automationexercise.com","","","","","Test Case 14: Place Order: Register while Checkout",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","74","Old tests for the site automationexercise.com","","","","","Test Case 8: Verify All Products and product detail page",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","56","Old tests for the site automationexercise.com","","","","","Test Case 20: Search Products and Verify Cart After Login",""
"skipped","Sat Jan 04 08:40:18 GMT 2025","Sat Jan 04 08:40:18 GMT 2025","72","Tests for the sections: Products","","","","","Test Case 21: Add review on product",""
"skipped","Sat Jan 04 08:40:20 GMT 2025","Sat Jan 04 08:40:20 GMT 2025","26","Tests for the sections: Sign Up, Login","","","","","Test Case 4: Logout User",""
"passed","Sat Jan 04 08:39:49 GMT 2025","Sat Jan 04 08:39:49 GMT 2025","80","API tests for the site automationexercise.com","","","","","API 4: PUT To All Brands List",""
"passed","Sat Jan 04 08:40:13 GMT 2025","Sat Jan 04 08:40:14 GMT 2025","808","Browser: undefined (118.0.5993.159). Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","58","Old tests for the site automationexercise.com","","","","","Test Case 18: View Category Products",""
"passed","Sat Jan 04 08:39:33 GMT 2025","Sat Jan 04 08:39:34 GMT 2025","1130","Browser: undefined (131.0.6778.139). Tests for the sections: Other tests","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","62","Old tests for the site automationexercise.com","","","","","Test Case 15: Place Order: Register before Checkout",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","58","Old tests for the site automationexercise.com","","","","","Test Case 19: View & Cart Brand Products",""
"skipped","Sat Jan 04 08:40:20 GMT 2025","Sat Jan 04 08:40:20 GMT 2025","25","Tests for the sections: Sign Up, Login","","","","","Test Case 5: Register User with existing email",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","79","Old tests for the site automationexercise.com","","","","","Test Case 5: Register User with existing email",""
"passed","Sat Jan 04 08:39:50 GMT 2025","Sat Jan 04 08:39:50 GMT 2025","85","API tests for the site automationexercise.com","","","","","API 10: POST To Verify Login with invalid details",""
"skipped","Sat Jan 04 08:40:18 GMT 2025","Sat Jan 04 08:40:18 GMT 2025","83","Tests for the sections: Products","","","","","Test Case 8: Verify All Products and product detail page",""
"passed","Sat Jan 04 08:39:50 GMT 2025","Sat Jan 04 08:39:50 GMT 2025","80","API tests for the site automationexercise.com","","","","","API 8: POST To Verify Login without email parameter",""
"skipped","Sat Jan 04 08:40:07 GMT 2025","Sat Jan 04 08:40:07 GMT 2025","62","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 11: Verify Subscription in Cart page",""
"passed","Sat Jan 04 08:39:49 GMT 2025","Sat Jan 04 08:39:49 GMT 2025","126","API tests for the site automationexercise.com","","","","","API 1(2): Get All Products List (with @alias)",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","70","Old tests for the site automationexercise.com","","","","","Test Case 10: Verify Subscription in home page",""
"passed","Sat Jan 04 08:39:49 GMT 2025","Sat Jan 04 08:39:49 GMT 2025","80","API tests for the site automationexercise.com","","","","","API 2: POST To All Products List",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","53","Old tests for the site automationexercise.com","","","","","Test Case 23: Verify address details in checkout page",""
"passed","Sat Jan 04 08:39:49 GMT 2025","Sat Jan 04 08:39:49 GMT 2025","91","API tests for the site automationexercise.com","","","","","API 3: Get All Brands List",""
"broken","Sat Jan 04 08:40:02 GMT 2025","Sat Jan 04 08:40:03 GMT 2025","1153","","","","","","An uncaught error was detected outside of a test",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","55","Old tests for the site automationexercise.com","","","","","Test Case 21: Add review on product",""
"skipped","Sat Jan 04 08:40:20 GMT 2025","Sat Jan 04 08:40:20 GMT 2025","35","Tests for the sections: Sign Up, Login","","","","","Test Case 1: Register User",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","51","Old tests for the site automationexercise.com","","","","","Test Case 24: Download Invoice after purchase order",""
"passed","Sat Jan 04 08:39:50 GMT 2025","Sat Jan 04 08:39:51 GMT 2025","167","API tests for the site automationexercise.com","","","","","API 13: PUT METHOD To Update User Account",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","68","Old tests for the site automationexercise.com","","","","","Test Case 11: Verify Subscription in Cart page",""
"skipped","Sat Jan 04 08:40:07 GMT 2025","Sat Jan 04 08:40:07 GMT 2025","69","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 6: Contact Us Form",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","87","Old tests for the site automationexercise.com","","","","","Test Case 2: Login User with correct email and password",""
"passed","Sat Jan 04 08:39:50 GMT 2025","Sat Jan 04 08:39:50 GMT 2025","96","API tests for the site automationexercise.com","","","","","API 11: POST To Create/Register User Account",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","60","Old tests for the site automationexercise.com","","","","","Test Case 17: Remove Products From Cart",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","66","Old tests for the site automationexercise.com","","","","","Test Case 12: Add Products in Cart",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","65","Old tests for the site automationexercise.com","","","","","Test Case 13: Verify Product quantity in Cart",""
"skipped","Sat Jan 04 08:40:18 GMT 2025","Sat Jan 04 08:40:18 GMT 2025","74","Tests for the sections: Products","","","","","Test Case 18: View Category Products",""
"skipped","Sat Jan 04 08:40:22 GMT 2025","Sat Jan 04 08:40:22 GMT 2025","73","Old tests for the site automationexercise.com","","","","","Test Case 9: Search Product",""
