"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","61","Old tests for the site automationexercise.com","","","","","Test Case 15: Place Order: Register before Checkout",""
"skipped","Sat Jan 04 09:15:59 GMT 2025","Sat Jan 04 09:15:59 GMT 2025","48","Tests for the sections: Products","","","","","Test Case 18: View Category Products",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","69","Old tests for the site automationexercise.com","","","","","Test Case 8: Verify All Products and product detail page",""
"skipped","Sat Jan 04 09:15:49 GMT 2025","Sat Jan 04 09:15:49 GMT 2025","64","Tests for the sections: Contact Us, Subscriptions","","","","","Test Case 10: Verify Subscription in home page",""
"passed","Sat Jan 04 09:15:51 GMT 2025","Sat Jan 04 09:15:53 GMT 2025","1913","Browser: electron (118.0.5993.159). Tests for the sections: Other tests","","","","","Test Case 7: Verify Test Cases Page",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","53","Old tests for the site automationexercise.com","","","","","Test Case 21: Add review on product",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","47","Old tests for the site automationexercise.com","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 09:15:32 GMT 2025","Sat Jan 04 09:15:32 GMT 2025","86","API tests for the site automationexercise.com","","","","","API 8: POST To Verify Login without email parameter",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","66","Old tests for the site automationexercise.com","","","","","Test Case 10: Verify Subscription in home page",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","74","Old tests for the site automationexercise.com","","","","","Test Case 4: Logout User",""
"skipped","Sat Jan 04 09:16:01 GMT 2025","Sat Jan 04 09:16:01 GMT 2025","23","Tests for the sections: Sign Up, Login","","","","","Test Case 5: Register User with existing email",""
"passed","Sat Jan 04 09:15:36 GMT 2025","Sat Jan 04 09:15:37 GMT 2025","101","API tests with mocked data","","","","","API 1(3): __Mocked_DATA__ Get All Products List",""
"passed","Sat Jan 04 09:15:01 GMT 2025","Sat Jan 04 09:15:06 GMT 2025","5379","Browser: chrome (131.0.6778.139). Tests for the sections: Cart, Checkout, Payment","","","","","Test Case 12: Hover and click ""Add to cart"" button for two different products with different quantity",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","74","Old tests for the site automationexercise.com","","","","","Test Case 5: Register User with existing email",""
"skipped","Sat Jan 04 09:15:59 GMT 2025","Sat Jan 04 09:15:59 GMT 2025","51","Tests for the sections: Products","","","","","Test Case 9: Search Product",""
"skipped","Sat Jan 04 09:15:59 GMT 2025","Sat Jan 04 09:15:59 GMT 2025","44","Tests for the sections: Products","","","","","Test Case 19: View & Cart Brand Products",""
"passed","Sat Jan 04 09:15:32 GMT 2025","Sat Jan 04 09:15:32 GMT 2025","94","API tests for the site automationexercise.com","","","","","API 7: POST To Verify Login with valid details",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","48","Old tests for the site automationexercise.com","","","","","Test Case 25: Verify Scroll Up using ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 09:15:55 GMT 2025","Sat Jan 04 09:15:56 GMT 2025","782","Browser: electron (118.0.5993.159). Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"passed","Sat Jan 04 09:15:16 GMT 2025","Sat Jan 04 09:15:16 GMT 2025","795","Browser: chrome (131.0.6778.139). Tests for the sections: Other tests","","","","","Test Case 26: Verify Scroll Up without ""Arrow"" button and Scroll Down functionality",""
"skipped","Sat Jan 04 09:16:01 GMT 2025","Sat Jan 04 09:16:01 GMT 2025","27","Tests for the sections: Sign Up, Login","","","","","Test Case 3: Login User with incorrect email and password",""
"passed","Sat Jan 04 09:15:33 GMT 2025","Sat Jan 04 09:15:33 GMT 2025","92","API tests for the site automationexercise.com","","","","","API 14: GET user account detail by email",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","60","Old tests for the site automationexercise.com","","","","","Test Case 16: Place Order: Login before Checkout",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","76","Old tests for the site automationexercise.com","","","","","Test Case 3: Login User with incorrect email and password",""
"passed","Sat Jan 04 09:15:33 GMT 2025","Sat Jan 04 09:15:33 GMT 2025","108","API tests for the site automationexercise.com","","","","","API 12: DELETE METHOD To Delete User Account",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","78","Old tests for the site automationexercise.com","","","","","Test Case 2: Login User with correct email and password",""
"skipped","Sat Jan 04 09:15:59 GMT 2025","Sat Jan 04 09:15:59 GMT 2025","49","Tests for the sections: Products","","","","","Test Case 20: Search Products and Verify Cart After Login",""
"skipped","Sat Jan 04 09:16:01 GMT 2025","Sat Jan 04 09:16:01 GMT 2025","25","Tests for the sections: Sign Up, Login","","","","","Test Case 4: Logout User",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","64","Old tests for the site automationexercise.com","","","","","Test Case 12: Add Products in Cart",""
"passed","Sat Jan 04 09:15:31 GMT 2025","Sat Jan 04 09:15:31 GMT 2025","146","API tests for the site automationexercise.com","","","","","API 1(2): Get All Products List (with @alias)",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","59","Old tests for the site automationexercise.com","","","","","Test Case 17: Remove Products From Cart",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","68","Old tests for the site automationexercise.com","","","","","Test Case 9: Search Product",""
"skipped","Sat Jan 04 09:15:59 GMT 2025","Sat Jan 04 09:15:59 GMT 2025","57","Tests for the sections: Products","","","","","Test Case 8: Verify All Products and product detail page",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","65","Old tests for the site automationexercise.com","","","","","Test Case 11: Verify Subscription in Cart page",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","63","Old tests for the site automationexercise.com","","","","","Test Case 13: Verify Product quantity in Cart",""
"passed","Sat Jan 04 09:15:30 GMT 2025","Sat Jan 04 09:15:31 GMT 2025","342","API tests for the site automationexercise.com","","","","","API 1: Get All Products List",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","51","Old tests for the site automationexercise.com","","","","","Test Case 23: Verify address details in checkout page",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","53","Old tests for the site automationexercise.com","","","","","Test Case 22: Add to cart from Recommended items",""
"passed","Sat Jan 04 09:15:32 GMT 2025","Sat Jan 04 09:15:32 GMT 2025","105","API tests for the site automationexercise.com","","","","","API 11: POST To Create/Register User Account",""
"skipped","Sat Jan 04 09:16:04 GMT 2025","Sat Jan 04 09:16:04 GMT 2025","50","Old tests for the site automationexercise.com","","","","","Test Case 24: Download Invoice after purchase order",""
